query,id,published,likes,replies,content,author_title,author_image,author_channel,author_is_verified,author_is_creator,author_is_artist,parent_id
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QDbM-w4OLD,4 years ago,2,,In Canada its in use for Cannabis. One issue is many fish foods and medications contain heavy metals which can be absorbed in the final product,@Stevethelightingguy,https://yt3.ggpht.com/ytc/AIdro_nIfWOVQeJxn1wM-2gXka6eYXtoaPeuaYMAwrnv6BGB=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCzQm1JOrjTAVaVX3Ka9kJwA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QFo2bh1KyN,4 years ago,1,,Lol have you been asleep for the last 5 years?,@web2yt488,https://yt3.ggpht.com/ytc/AIdro_kHW9o3rWdlM2rf0BM-oPy2FrrdnM9I5SzA9-R0FLaSxQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCNuYfCt25oU_NYv3oTKbJww,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QGa8NKy8r7,4 years ago,1,,Never heard of it but I wonder if they can do this in moon a base.. ??,@mikemonte2025,https://yt3.ggpht.com/ytc/AIdro_nO5_AnrR5wC3yikrkeRVMEqqK2JYLnvMQub5cKxd-mCQNDacSpJv5wGRkTMh4pgO6TqQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCki32q31msL2FVFbmRhT1zA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QHwUB3pd6C,4 years ago,4,,I live in the Netherlands and have my aquaponics system. We will move to Spain in 2 years and i will build a larger aquaponics system for our food supply.,@RoyUiterwaal1,https://yt3.ggpht.com/ytc/AIdro_lLP5awtHcpEKuAdio4F0z2kejYxTGvz0HabK61VQuchA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCPj7ibV78mBSs2ny5oyfGgw,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QL9dXi_xei,4 years ago,1,,A friend of mine doing this in his backyard about 20 years ago.,@sfv6,https://yt3.ggpht.com/ytc/AIdro_k6M3CMWQV2wyotgwJFPgShJtW_bdMd1gZnoAKCYgNL9mw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC6ZjF-QdoALledii9Rflv0A,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QN9gF3DB9E,4 years ago,1,,no its fish slavery.  its over rated and wont be the future,@voidremoved,https://yt3.ggpht.com/ytc/AIdro_maU8plCZLcgCaFbqVyZDSG0110ai3lUw8lJX58rjEzDco=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCXNwzytdWopfY70xSXyQBWg,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QNdnUBmKwL,4 years ago,2,," @DWPlanetA  i would like to start
one.",@gideonshino4544,https://yt3.ggpht.com/ytc/AIdro_n7OKSm7nwtIqq7epFZYGukL7O_eVTCwkc7bjIM7KM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCC8nJFoNy3bAg1a3pAgbY0A,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QNdyLhSYhx,4 years ago,2,,I would like to learn more and start mine. where can I study it,@gideonshino4544,https://yt3.ggpht.com/ytc/AIdro_n7OKSm7nwtIqq7epFZYGukL7O_eVTCwkc7bjIM7KM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCC8nJFoNy3bAg1a3pAgbY0A,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QNeA0C9K80,4 years ago,1,,share your experience with me please,@gideonshino4544,https://yt3.ggpht.com/ytc/AIdro_n7OKSm7nwtIqq7epFZYGukL7O_eVTCwkc7bjIM7KM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCC8nJFoNy3bAg1a3pAgbY0A,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QPCJpDS5ef,4 years ago,1,,"There's at least an attempt in Indonesia, in which the cost are negligible because we already had rice field (basically large, shallow pond) but as now, it seems didn't go nowhere. But I'm city kid, so....",@rusdanibudiwicaksono1879,https://yt3.ggpht.com/ytc/AIdro_nLmkjuv0uHWBynocS2K7QlnhToqnlnFGttEfvYjPU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCTjwgDleQX39CfV4YciaXdg,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QPPTPsZt6w,4 years ago,1,,I watch your vlog very interesting...can you please share more videos about aquaponics system...thank you...watching from Philippines,@gabrielpanizales7266,https://yt3.ggpht.com/ytc/AIdro_mYBqxOFjdNYwNT1pzRLhKmU0ztA9NyY629ZB6Tj7q-Ud8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCnNkFHKbum_fC19bduwu81Q,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QUcXwVagb9,4 years ago,1,,"Yes,with fishes and ducks in rice field dood",@natosen,https://yt3.ggpht.com/ytc/AIdro_lcjpv1Lp9hsIFtagk6KnCbJsW3daNeLyN_To3Sf5iW-Fc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC3tZ8r1r84BWtITvUZ6fhoQ,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69Q_CloHetGG,4 years ago,1,,Hey could you send be a proposal something more like a POC plan?? Really looking forward to take it up in our country.,@arindamkesh4762,https://yt3.ggpht.com/ytc/AIdro_mvxKLFWcjOpugME1TkHyXV5AMrZgEIJIhkt43WeGbDwNSz=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCihrEf5w0nJImabvVeNiMbQ,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69Qa6Y9d-GxL,4 years ago,4,," @Mitnixbinichfroh  you make a good point, Fish meal is made from small bodied oily fish found in the ocean. I'm hoping to create a landbased alternative to this ocean depleting resource.",@MasterDewey,https://yt3.ggpht.com/ytc/AIdro_mpWBfYOTuZvwsiBNyhr7d6iWDom5hTU979EvI8CD4A0IW1=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCRaNV-DqpBUO7xGoSJOxOdw,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69Qc21VyptFB,4 years ago,4,," @Mitnixbinichfroh  Perhaps to make it more sustainable, organic and sustainable fish food sources should be used - such as food scraps, locally-grown worms and bugs, and so on.",@boneappletee6416,https://yt3.ggpht.com/ytc/AIdro_kx7LRXG9JxEQPwGG5Y-3-amHKIcX2nDJF5PElO758mf4e-_81WiP_1aIdW3MoO0j1Pgg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCdMaCTZ4jLLc1d8bbH4tDaQ,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QfrT6d07fm,4 years ago,4,,"I have an outdoor aquaponics system in the Netherlands, and I have been doing it for at least a decade. It is one of the most efficient and eco friendly systems possible. Pesticides can't be used at all because it would kill the bacteria and in turn the fish. And fertilizers are not needede as well. The only thing that must happen is to keep the water hardness at a certain level. Aquaponics is all about giving the bacteria a nice place to live. If you do that the fish and the plants will grow happy too.",@insAneTunA,https://yt3.ggpht.com/ytc/AIdro_naw-LjLJb5P4y8DstLEV9SsnyZ_GMzu38QksS9VEVmxQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCivnDwmqxK-yw6iVdixERuA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QfvMMl-TF9,4 years ago,2,," @mikemonte2025  Not sure if they can keep fish inside a tank at low gravity :-) Remember that the fish needs oxygen and running water, and that makes a system in space very complicated, if it is possible at all. Fish have a swim blather in order to control their height in the water, and I am not sure if that still works in space. But for space they can just leave out the fish and use fertilizers instead, and use a somewhat other system.",@insAneTunA,https://yt3.ggpht.com/ytc/AIdro_naw-LjLJb5P4y8DstLEV9SsnyZ_GMzu38QksS9VEVmxQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCivnDwmqxK-yw6iVdixERuA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69Qg-0VE46YU,4 years ago,2,," @RoyUiterwaal1  I also live in the Netherlands, and I have an outdoor aquaponics system connected to my small fish pond. Works great, although sometimes I run into problems during the winter. Other than that it works great.",@insAneTunA,https://yt3.ggpht.com/ytc/AIdro_naw-LjLJb5P4y8DstLEV9SsnyZ_GMzu38QksS9VEVmxQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCivnDwmqxK-yw6iVdixERuA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QitGmWfS6E,4 years ago,1,,What would happen if you brought fish to space?,@BlakeHDuval904,https://yt3.ggpht.com/ytc/AIdro_m-gZmUIDE2uUkl4YBvJi7WGbBNjmbMSKmTz5zq0fU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCy49Weappb4vds8H4XjwJQg,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69Qk3K4PrSmO,4 years ago,1,," @BlakeHDuval904  Good question, I have no answer.",@insAneTunA,https://yt3.ggpht.com/ytc/AIdro_naw-LjLJb5P4y8DstLEV9SsnyZ_GMzu38QksS9VEVmxQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCivnDwmqxK-yw6iVdixERuA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QnFK0PxPnh,4 years ago,3,," @DWPlanetA  As an architect, you should advise Aquaponic enthusiasts that intend to do install a system on rooftops to check with their architects or civil engineer to see if their roof top can withstand the systems' weight",@naderbelal8439,https://yt3.ggpht.com/ytc/AIdro_kHi2AYzBRkgynCozAN5FjxvfnSI2fai0gHh0zFes9FxL4I=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCpq-0bFAoAJnYEVWT7XNzGg,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QoF_gTmaBy,4 years ago,1,,"Hahaha Aztecs, mayans, and chinese did it loooong time ago!!!
The real questions here are
Are you sure you are a very sophisticated 'civilization' ? 
Do you think that's innovative?",@edgargomez4516,https://yt3.ggpht.com/ytc/AIdro_k8zimK-6ngLcRW3i6a3hTcP49E65He4TplFSv4ifPXFQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCW1cnKSTlnv-W12wA9K6HoQ,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QrMdzleAbR,4 years ago,1,,Yea chinese farming with duck fish and crop. Look similar in term of interaction.,@marczhu7473,https://yt3.ggpht.com/ytc/AIdro_lg1fxJvyRnS9nfb70RxZXnrrwGg_B2Kwo1QxRkxlIYrEk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUhQDlXgkaK6gQlTnfJQZ3g,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69QtiEvadfqS,4 years ago,1,,Ive heard of it and have studied where i am. i tried it for 1 year but not really any difference between aqua p and agriculture,@FxaruAUS,https://yt3.ggpht.com/e0q07TG4QvzDBo25X2dhzoW-AzeHzEFoOTjanf1VaQ2I3nYYoj2mEZu20cRBOHOZTt6H5LKoeQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCvmbngFfGaaRvFRyiP6Ctqg,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69R1BfAQP5a-,4 years ago,1,,I have just watched about aquaponics 2 days ago and really want to start a small farm by my own soon,@vuanh1577,https://yt3.ggpht.com/ytc/AIdro_niUI1n4RyFrIdiSCzNPGafhWq07vBLSVGo9e1FtBE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCNKoXWJ-hrDh-O7Lx9G6yew,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69R1PohEtzG0,4 years ago,1,,"There is a big supermarket chain near me, which is using this for there greens and sella them and also the fishes.",@Yzariel,https://yt3.ggpht.com/ytc/AIdro_lHrGQ3Cm6l8FbhcJu1sdPHzGIC6Aw4gTV8TThusg7vkw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCEyimI2pokOeJLYNF9egO9Q,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69R2t-OpS7Fy,4 years ago,3,, @crowlsyong  Not outsmart but become one with nature !,@Jupizero,https://yt3.ggpht.com/uLYE1zmq9HFwvPqRFKhexDvmNXKaBf6m5hP9HwZXCcDBG6jA0cOK4GBW7RTePxbgaGutz6fSWg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCy7jXVv4U55HSlf7KSx2Afw,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69R3OSKOtInp,4 years ago,1,, @Mitnixbinichfroh  apparently a lot of investment is currently going into developing fish free i.e. vegan fish feeds.,@fredvanleeuwen9996,https://yt3.ggpht.com/ytc/AIdro_lkdXIDtasiEtWVwZBIRDicbDZJjPy3KcsBD9_cqfs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCYhjc8jImBIeR0k4EuCqIFA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69RBL0W42_i2,4 years ago,1,, @crowlsyong  Think of being as a catalyst in the natural chemical reaction!,@iskandarsyah9624,https://yt3.ggpht.com/ytc/AIdro_my9zU86jAn1Fvu5wkY6bWzQ3Sp7G1aQeKc_6l4tc4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCz-oKuLgTtRaaTAMG4y-PVg,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69SR8sy0M-dc,4 years ago,1,,Yes and yes,@EvonixTheGreatest,https://yt3.ggpht.com/ytc/AIdro_ldEBgwnTZkGIbAFdwdFgrQyLpCr9W8eYxmIlr6fNo=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCOvy_1G_7dSODG-svqzP-VA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69TGkTExABQj,4 years ago,1,,"No, but definitely will try",@ecoment-7,https://yt3.ggpht.com/ghAn-K1z0Icm1zAedzjQkkDBgdCL1tAsS1-V2eQgLxERQgBFmMi2slYZcPzq_EkEhQkMRYSKqA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCn2ZogeQqA5USaLnxMRH4og,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69TPAuqyd8qs,4 years ago (edited),1,,@Hephaestus Restorations there are other formats that use gravel in the plant beds.,@pauloofernando,https://yt3.ggpht.com/ytc/AIdro_nf2IsTMdMvfED1QQ4lVqKSyZmx4ygozS6fGRdEX1W0KhIB=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC4yPqPcPf6NgVcLbA-Kw0MA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69U9_kSoguwx,4 years ago,1,,Love German news,@robhurst4101,https://yt3.ggpht.com/ytc/AIdro_l08FyTa1Bbo3ojuj4svzxdsEmqii5WptdwWq5BMLA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCtRaIB57IQSHg9DD9lhw7NQ,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69UEbTe6wO69,4 years ago,2,,"I had made a small green house kitchen farm to use in kitchen for science exhibition in india, gorakhpur when I was in 5th grade cost me about 100 $  and have planted some chilli tomato and coriander.",@developerAKX,https://yt3.ggpht.com/ytc/AIdro_lqyr6nJSu_rn9DlmMUSPHNkNUk7xXwZbEVH0bcciyk3nAk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UChR3Qfz1auzqp496pH2f9UA,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
https://www.youtube.com/watch?v=HNzro_wQcCI,UgyIjY61ioXX6SzXNtR4AaABAg.9Q8c6bAnRc69VQXHAir5Ct,4 years ago,1,,I wanted to have it in our flat. But it is quite complex to have it in small sizes.,@Karlodun,https://yt3.ggpht.com/ytc/AIdro_me9cOvimtE91Ykb11IldcXGWLShkZPUG31y0r-Ij0j6kk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCuh3S61kUSGVogdCIVvfZFQ,FALSE,FALSE,FALSE,UgyIjY61ioXX6SzXNtR4AaABAg
